path,schema_version,protocol,status,evidence_class,phase,model,gpu,races,turns,completed_utc,sha256
results/frontier/openai/persona/risk_matrix/R1_R4/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,ccdbaf7592f1d8d5ccb954470cc141ef7724e70743b80c4e341b96ce8a252035
results/frontier/openai/persona/risk_matrix/R1_R4/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,82762b60d276f8b07172db817147b60a5e2eb04cae4c1192828cb2f299fe91c2
results/frontier/openai/persona/risk_matrix/R1_R5/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,22b74df308174f880fb84816ff61bf4612e389cf25f848573ded2f2fc722bf12
results/frontier/openai/persona/risk_matrix/R1_R5/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,63fafdbdebe7310e0ae22dd9e32a1e4667f89635f81556eab90f295fec9c27f2
results/frontier/openai/persona/risk_matrix/R1_R6/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,75aba7ab445415b6a5c3b03c8d6fafaef4ef94a85eefdca0bc89d211ed5ffb26
results/frontier/openai/persona/risk_matrix/R1_R6/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,fd0d270a3469475b2f72b55a69b7b88ee7c60686bc5e7b5d415ffbd7369c9e62
results/frontier/openai/persona/risk_matrix/R2_R1/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,058b25ecb0ceb2a4a7e7b2a584df949d18119da97f5d87763b208a4412b2970a
results/frontier/openai/persona/risk_matrix/R2_R1/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,a3353f916913aa79f9538ffbcf6001137e914587bc9dae1831c49d93e388c3ec
results/frontier/openai/persona/risk_matrix/R2_R2/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,3c9ca609b49403af0a886fd35f402a74c25754cb34fe01c94eb6a3853e41964a
results/frontier/openai/persona/risk_matrix/R2_R2/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,f0693141fbb0c257019078bf6c0281ef3de93054c545e75136723310967527a8
results/frontier/openai/persona/risk_matrix/R2_R3/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,da400d2c929eb816773492f4919c6c60711db8bb8b69446091e4a26c61eec087
results/frontier/openai/persona/risk_matrix/R2_R3/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,f63fc335d4023caed246005fbf61673de61284e342eb95b4f6e584c8e54cf2ae
results/frontier/openai/persona/risk_matrix/R2_R4/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,9392289504ec0b8bd8d4aa59eb8a18543aabd5a3fc5691bd321be358ea801ba5
results/frontier/openai/persona/risk_matrix/R2_R4/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,a543593ecc2705d364d716d915934df586ba5cceee99957f9bc8dda6f826d372
results/frontier/openai/persona/risk_matrix/R2_R5/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,b58cddd1041a4a155ce3852d5a7cd60036ac4af24a52b4c5c1cdac1408fd8d3e
results/frontier/openai/persona/risk_matrix/R2_R5/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,d82dd3670b1b5f5df870d1c57008a78c146b7df988318526bd73a72850d0972a
results/frontier/openai/persona/risk_matrix/R2_R6/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,8b7f63eab869c6f40be3d6457b60302078f16508289478854896dc7b7d882553
results/frontier/openai/persona/risk_matrix/R2_R6/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,bde9a9e7741c0bf5acab57da90d4e7b3d3e7c6bf2676b97a0ab01281092c88ad
results/frontier/openai/persona/risk_matrix/R3_R1/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,5244cf388c02f32d805c59488d44df728dec277d7fcca6e87473f153a7c50cee
results/frontier/openai/persona/risk_matrix/R3_R1/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,01787f4a1f9a10deefb6bdcf8f60e7ca793b9a622768b97ced8614675ad5ac1f
results/frontier/openai/persona/risk_matrix/R3_R2/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,26acc92544c757ba00796ed6058cb4608b53d26f8a52a3946f41fcc7c02e8bf6
results/frontier/openai/persona/risk_matrix/R3_R2/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,e5bfb24d7f88bf5c2ba291f0deb47bc965f6eb36e3d33b5315df36464db9429a
results/frontier/openai/persona/risk_matrix/R3_R3/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,c51bbda2343fa4edaedf38dc29a5ddb5461be43d45a6df063496e13e6ac47413
results/frontier/openai/persona/risk_matrix/R3_R3/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,894cb58dda948ea17395717613becd1efc757938fd75fe52878c7b9374235004
results/frontier/openai/persona/risk_matrix/R3_R4/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,ea68295e388714768b9525ba142efbf777f14d00903493264c0b098573b3eab9
results/frontier/openai/persona/risk_matrix/R3_R4/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,3f27c65fb4f8df94a6376e0cf6ebdde172261770d13b011522c72c400d7da5a4
results/frontier/openai/persona/risk_matrix/R3_R5/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,593074691d60a82a5f07df5ae096ce57331bb0657764e78cf221c21b8a9f2f70
results/frontier/openai/persona/risk_matrix/R3_R5/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,a2955b77570bdb83e5be8144288c9fa55ff5d46d49f5169c8935b7ef9749c515
results/frontier/openai/persona/risk_matrix/R3_R6/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,ca12e6418563118fecf3b0c1db132f7b0ab4dcb390d3574afdea8e5ac9c7a4f3
results/frontier/openai/persona/risk_matrix/R3_R6/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,7d590d551e0ddd6f2836faf02e4159f4b775003564da51a80030f3b3aee6b83a
results/frontier/openai/persona/risk_matrix/R4_R1/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,86fcd917115f806082690d14fbac1fda815652816ab651d50759ee97afda183c
results/frontier/openai/persona/risk_matrix/R4_R1/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,c9888c3d15ace47fd7ef006ee3e6ec7c70a5a92c646c931f29e7ace895e210a0
results/frontier/openai/persona/risk_matrix/R4_R2/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,aca1ae3cc4f6391fbb0286554429c4187f5117cd15cdd0487d9a9bad3da7d153
results/frontier/openai/persona/risk_matrix/R4_R2/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,8bc24c702bdbb2484b45abc70af7dd2b8835fedac8cd0b2bfe0931242915195e
results/frontier/openai/persona/risk_matrix/R4_R3/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,f6b432511f82658e7d38645cb9ffcffe36043e4e178097cb764a06064dc36912
results/frontier/openai/persona/risk_matrix/R4_R3/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,fc4443b5cc59ccecc5c36c907ce1990c46081071ce438d0a98e17de55c445967
results/frontier/openai/persona/risk_matrix/R4_R4/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,78f799b765060c2762b9cc11c569ae172819c111bd02da973d7a58ffb655925a
results/frontier/openai/persona/risk_matrix/R4_R4/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,9cc341a5fc5074212e4564cb191e72e27076b53e0559da533a929b97b1b18510
results/frontier/openai/persona/risk_matrix/R4_R5/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,9780c248ff398cc3d6743c8221e830feb3fcd3ab8c82eaeb297424bf28ae70de
results/frontier/openai/persona/risk_matrix/R4_R5/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,a076a1e886b2053a85f33f64780af7798855db2a1f3b4e03d0604961c96fb41f
results/frontier/openai/persona/risk_matrix/R4_R6/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,06b0cba4bdbb91ae763ca80c23bd43cc889d11c57941095fa19e2ba14abd14c2
results/frontier/openai/persona/risk_matrix/R4_R6/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,c3be1041e14164ba4eb7d6a004920358308c94566f91aa0d14dc6794587fd3b7
results/frontier/openai/persona/risk_matrix/R5_R1/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,1811ca75b174ed5d8faf6812ea678317f31dc02b9f87af711da7184778447d6c
results/frontier/openai/persona/risk_matrix/R5_R1/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,2c038e2bbc6ecc17ad918c40e758eae9073085eb2f4febe57b7862700868e6c6
results/frontier/openai/persona/risk_matrix/R5_R2/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,a7c81d96e20f82332e602cb5ea3f03dcae5b6fcaa39f618503d6ba2acf5975cb
results/frontier/openai/persona/risk_matrix/R5_R2/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,80a27029b615b75d3e52703d86ec3a0fc8e03985b34f1d9995395cacfcbe2b1a
results/frontier/openai/persona/risk_matrix/R5_R3/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,9e5bc74b77690622458473737d72a257e9f1506784427898078738358f157141
results/frontier/openai/persona/risk_matrix/R5_R3/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,50eaf74fb1bb70589d2e9161744b2381e59d44e46aadcc0f23d13b8b9dc6f289
results/frontier/openai/persona/risk_matrix/R5_R4/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,698e8ff36023104b9635e84430cfb8204e1828c22a8cde8b1819373efbd21d74
results/frontier/openai/persona/risk_matrix/R5_R4/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,e0b46cc7e6bc49f925c51e34876e3000a7e0b37b2c18a714ce864fc770a1c045
results/frontier/openai/persona/risk_matrix/R5_R5/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,4acf9cb5fd23c877f6092f1d4e31cab7b2e886ece3fa59279d91e999bfa5b082
results/frontier/openai/persona/risk_matrix/R5_R5/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,8d6e25f6fb6793e957b1c2144a63a5c8bf5273a259390b89c34457c52ee5a608
results/frontier/openai/persona/risk_matrix/R5_R6/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,8eb4b2adb39474aec9689fc77ecefb93e9b7a5b151a4f781f5937c61d3d683b3
results/frontier/openai/persona/risk_matrix/R5_R6/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,769db11629a77fd883be75bc4600902930f6f5bc910af9db96750c80166a03ee
results/frontier/openai/persona/risk_matrix/R6_R1/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,ed7952d3bf072064b589292fae27bb1416cd0868833604439dfb17e06af17b4a
results/frontier/openai/persona/risk_matrix/R6_R1/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,40b2e9386d21b150383b87bd8df65c03f9ab07ca033f5f74c5351862ffa6d064
results/frontier/openai/persona/risk_matrix/R6_R2/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,1cd295eb453fc6a8344589ed6dff4d0a1e254b551ec0353c46ff1648359d7efc
results/frontier/openai/persona/risk_matrix/R6_R2/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,c4114f2c3dad434574d34a9aaa1939ab073423df631ff1dd95705fb1aa47b842
results/frontier/openai/persona/risk_matrix/R6_R3/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,7bfa0f01b7c1a83406c3f902ff0d518f59e85922e93a7d2f034b623a0a4c3a72
results/frontier/openai/persona/risk_matrix/R6_R3/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,de1cabd241651d6ba2346d9fc1b933cf0b8dd70c83382422b87119366223cf38
results/frontier/openai/persona/risk_matrix/R6_R4/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,195361c95d35079e0085e8d8d257b62dc86c52e756f3c5871c702571be191574
results/frontier/openai/persona/risk_matrix/R6_R4/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,13da23fbebd8a6abebedb1e4b0a6130fde102b27f599c764fb98c94309e0befb
results/frontier/openai/persona/risk_matrix/R6_R5/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,1fe7d0aab744a7b96a0f1c21d1419508e4c2aa6369d763dac614c057534a5b4b
results/frontier/openai/persona/risk_matrix/R6_R5/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,6ede4f6a5ed9efdf436c384cb2babeecb45e4208f963a192b54421767188b54e
results/frontier/openai/persona/risk_matrix/R6_R6/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,3086a4fe776c61354b06c1c2410525120f08ca1d5ee528e6ab784e3aebbb2552
results/frontier/openai/persona/risk_matrix/R6_R6/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,2364a1aa4756ce9d986a2168edae86bce48a58a5db54a357921a362a3ccae2d5
results/frontier/openai/persona/Rminus_risk_averse/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,91ba483114e9e94b3513056442b0385f4a436e7cd1c3b79a079c72a0e2a66f38
results/frontier/openai/persona/Rminus_risk_averse/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,64f17245fce68993a585fd524333c68d102d61064ad571020fabdb46792d295a
results/frontier/openai/persona/Rplus_risk_seeking/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,25eb4523f341b2e13951fb48f0583d5ee11cb678e166bc555e353213311d3cc0
results/frontier/openai/persona/Rplus_risk_seeking/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,3b18bf8b6b1f87fdb1574ca6e2bc54e4e75534ddc6c383ed8f866053f2e98c8c
results/frontier/openai/persona/S_AA_adv_adv/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,003d9281f72d6ebb438cd53b46c1788f68bad63fca38f9200234e8e856cc9994
results/frontier/openai/persona/S_AA_adv_adv/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,1aae4295b363b609ab6b2e8786f604284a0875464dc5c374cf20fb197c11a1d0
results/frontier/openai/persona/S_AC_adv_coop/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,6d4932c611ff7fbc90cd6c3649a0015e87449dc47f9585689294fc9e8bbe3cba
results/frontier/openai/persona/S_AC_adv_coop/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,5eb845b0089beb687d99f52d528571b4dcf71ceba5508382cc21d1446721f353
results/frontier/openai/persona/S_CA_coop_adv/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,5a15f0e9cfaebe855540bb169cdf8efd39c1625e01ed5f6b828e8b4c771bbabe
results/frontier/openai/persona/S_CA_coop_adv/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,0d6fcd4d19bef8f1b22d9a6d9a42f10c6c5bc3642a688c09ee72c402aea8cc90
results/frontier/openai/persona/S_CC_coop_coop/gpt-5-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5-nano,,30,558,,71659585d6082c1f349b56536fecbb16af975ab15865d4ce394d76402d9dc26e
results/frontier/openai/persona/S_CC_coop_coop/gpt-5.4-nano/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,gpt-5.4-nano,,30,558,,0f67ec5598c467738aa8762282013bcab5ff8e5cc00783e3e1c69e0919100a09
results/frontier/openai_luna/persona/risk_matrix/R1_R1/gpt-5.6-luna/run_manifest.json,ai-race-proxy-run-v1,,failed,failed-or-incomplete,pilot,gpt-5.6-luna,,0,0,,7863289b626194d8793c3bd3f9f7b31ec3673b218b0c3743a3d52a9eee0b3d11
results/frontier/openai_luna/persona/risk_matrix/R1_R2/gpt-5.6-luna/run_manifest.json,ai-race-proxy-run-v1,,running,unclassified,pilot,gpt-5.6-luna,,0,0,,cc4200ec9b1bb1a11eae73011a54517e0714792d8070e6f6a3ca762016f83bcc
results/frontier/openai_terra/persona/risk_matrix/R1_R1/gpt-5.6-terra/run_manifest.json,ai-race-proxy-run-v1,,completed,pilot,pilot,gpt-5.6-terra,,30,558,,b13114191ba5f156c1613ca81b0b18546bbd0d12163598c1a0a5121c9d30215c
results/frontier/openai_terra/persona/risk_matrix/R1_R2/gpt-5.6-terra/run_manifest.json,ai-race-proxy-run-v1,,completed,pilot,pilot,gpt-5.6-terra,,30,558,,ae2b4999cb933d28c737d47c6f8c91d50d439eba2e6946abd3f2be93c1e4d187
results/frontier/openai_terra/persona/risk_matrix/R1_R3/gpt-5.6-terra/run_manifest.json,ai-race-proxy-run-v1,,failed,failed-or-incomplete,pilot,gpt-5.6-terra,,0,180,,ab6953cdb0318eba38832da9923e87135d689e4bc13776d7e3d26812ff0a0759
results/frontier/openai_terra/persona/risk_matrix/R1_R4/gpt-5.6-terra/run_manifest.json,ai-race-proxy-run-v1,,failed,failed-or-incomplete,pilot,gpt-5.6-terra,,0,0,,19e95c574367fe1b115c734a0b3ebc2092d1437f56c7b02922831a401e1f9634
results/frontier/openai_terra/persona/risk_matrix/R1_R5/gpt-5.6-terra/run_manifest.json,ai-race-proxy-run-v1,,failed,failed-or-incomplete,pilot,gpt-5.6-terra,,0,0,,a60716b7b7c03cfd889c73eb8a16317cd2019ed506fe8648350a099be2bcaf5b
results/frontier/openai_terra/persona/risk_matrix/R1_R6/gpt-5.6-terra/run_manifest.json,ai-race-proxy-run-v1,,running,unclassified,pilot,gpt-5.6-terra,,0,0,,3ee66e77dbdc8f7d6aa855ded059c208f76fcec38218e615b74ceb64e07d559e
results/frontier/openai_terra/persona/risk_matrix/R2_R1/gpt-5.6-terra/run_manifest.json,ai-race-proxy-run-v1,,running,unclassified,pilot,gpt-5.6-terra,,0,0,,9c8c7dcf92d2e6cd1a4518cd5ac003fba31630133403d0fc1402962fb26cb10b
results/frontier/persona/R0_neutral/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,d5333d854974ac8b5f3caf840ac7b776081c5ed38bbaec0f7dd4fd8316f97552
results/frontier/persona/R1_R1_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,0bf7455f1e759be0acf6c64e93821396e264067803e94bc27ff77e017af8ba42
results/frontier/persona/R1_R2_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,120d205d26e99f59b7ce0ba1dffdde5a746d36ae6cf9781d2c4b7989588b7f55
results/frontier/persona/R1_R3_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,c0cf75dbabd5f4a51dc5c2a29a17e24e03ff298b02f83cfe4b82c13b06985125
results/frontier/persona/R1_R4_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,a76a812471ec603c683d004d5c7cdd4d75041e3f98dc9c0c948fe2599348fdfd
results/frontier/persona/R1_R5_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,176a8b8407997ac7235f0bbd941f1deb8c1e4b0acbebbfbc184df94ffd120517
results/frontier/persona/R1_R6_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,b546276c82ae77ab07d1f47ebdbbfa052e7ed30cf96a0a1221301829aaef66cd
results/frontier/persona/R2_R1_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,88749c9af12d2c3ce43d77a24fb56da23fdc189414f90bca7c53e4e4af175a32
results/frontier/persona/R2_R2_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,e8c84a8db51bb6f3564de2c8211ac73adb645b6f4128e4ca7147fe8831e716d5
results/frontier/persona/R2_R3_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,b1669541f45867820944e0c9a17ab78c33e564460b1946bccba5336492bc887f
results/frontier/persona/R2_R4_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,ce7fd5110e38e02323f801166b09fa25164896ef83b2ec924626cd3899a3e0c6
results/frontier/persona/R2_R5_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,8a966899b98b371bda9406b031845003ec9bc4b4fd699a0bd126377c07f4ddf7
results/frontier/persona/R2_R6_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,da2779027fc3918edf1232dc350ad339b3236d29887e7da23f3a5eb6f0c2684a
results/frontier/persona/R3_R1_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,78ac7d742ff34874cf1ebe777586ed0f98d52dd4e3cf53644a915b055a0224b5
results/frontier/persona/R3_R2_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,151d3ce87672b15d6e21e328ed248c6d4d94f24eb0b0f9f8be6e1daa96ec3c0a
results/frontier/persona/R3_R3_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,3eeaebb67971f616b167178fb8254d537f727d01d19b48170fc80324434202df
results/frontier/persona/R3_R4_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,a01577f4b852dc16066c271b3742f00ccd295a989b9cfa53971b9220040d08b6
results/frontier/persona/R3_R5_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,67d06e407f1eabd0a0b97d11cc41e1530fd2a49def48e8d527ff43f1d9599a65
results/frontier/persona/R3_R6_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,90c324a7d26e03e361c7cb50a25a364302309881ecde7231b10f9bc8988dda48
results/frontier/persona/R4_R1_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,a711e25763bd368b889a203b6e787c3bea0b34b499a7dc67170a49c6dd486ca3
results/frontier/persona/R4_R2_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,2ae5dd41bcabf100adaae8e5f0f00398c27f9054d4d8a8aaeff33a55a8dfcdb0
results/frontier/persona/R4_R3_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,8517e4b38adcef1bc3ee11bcab2943194ccde0a60314067eda13c694c57a11d4
results/frontier/persona/R4_R4_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,177c5f4d3555d3ce52f47d257619522c5d52d3c6163ec4e1a53f5f5f6bbc4328
results/frontier/persona/R4_R5_risk_matrix/google-gemini-3-flash-preview/run_manifest.json,ai-race-results-v1,,completed,pilot,pilot,google/gemini-3-flash-preview,,30,558,,bf0a6dc59b0bcf87c4ed2cd34c32d10487462c34f3f451aea22d249fc784c7a7
